lipid,logFC,logCPM,LR,PValue,FDR,Transition,type,42E1,42E2,42E3,42E4,42E5,7E1,7E2,7E3,7E4,7E5,SolventBlank1
PCp(36:5),0.1420171915430057,13.38722990974998,0.26128646477154643,0.609237710757681,0.9702984767466029,764.6 -> 184.1,PCandSM,50210022.59375,55784777.4296875,57404473.6640625,50262460.90625,49618852.96875,50048472.4687505,53828349.2734375,40671240.648437,50529699.15625,45853256.0390626,672579.62500006
PE (40:0),0.14491171112075213,5.66907436991529,0.27202632164699025,0.6019757263189206,0.9702984767466029,804.6478 -> 663.6478,PE,216015.01611336,203714.15710444,199971.0343018,217246.396545458,169516.712585387,172287.053100642,178559.894103962,171728.491271925,158796.950317407,234489.396240242,109892.748626674
PE (40:4),0.15921499028937258,3.8831265054823536,0.32830910508619127,0.5666564486499641,0.9702984767466029,796.5852 -> 655.5852,PE,57554.343811033,67704.325164815,65483.484649648,64661.584838872,67766.38452149,52517.583480845,51258.503112805,81296.52619931,60279.143981959,44736.223052979,19653.141387934
PE (42:0),-0.13591037934153602,3.970651585846095,0.23926684926118424,0.6247361369634093,0.9702984767466029,832.6791 -> 691.6791,PE,55089.444457993,60862.963928229,61549.324249267,59899.604690569,65384.80511477,47460.203338625,53215.543594354,84568.386413601,74741.865997301,71980.264312734,24280.121917717
PE (42:10),0.13804478651698007,3.58800073511956,0.2468271608649958,0.6193180851025021,0.9702984767466029,812.5226 -> 671.5226,PE,45245.883071895,55492.364257813,58433.444824216,52434.1040039,51271.764038094,41650.063018803,44654.4234314,53114.943771355,51180.563415515,47990.663635258,15755.521102906
PE (44:0),-0.14504515744039376,3.129112785267701,0.27245518376219025,0.6016895492093389,0.9702984767466029,860.7104 -> 719.7104,PE,29485.6420402517,34515.3622856163,24937.2018699623,36078.6426925531,32138.5625381526,33523.2820816046,33185.5025520262,49551.5432128858,28967.6621589526,29390.1219825673,18921.7212715229
PE (44:4),0.1457390389274619,3.2299183513354355,0.2750717080504046,0.5999497399935878,0.9702984767466029,852.6478 -> 711.6478,PE,36594.442863466,39440.162902825,35254.4623985092,35728.9222106868,36005.4622688376,32469.142601001,31962.222412115,44142.2031326233,31824.662292475,26389.361969,21797.981346136
PEo (30:0),0.15739778096894005,5.201179130166959,0.3208962426892299,0.5710695331304554,0.9702984767466029,650.512 -> 509.512,PE,160436.713562013,186642.252258377,181294.092697124,169486.271575803,176036.112213182,157234.149780178,165905.590331985,179672.031280545,144360.171691854,140226.430725089,18180.2812271049
PEp (30:0),0.13758441178755865,4.652122859568629,0.24521330217508108,0.6204658904309659,0.9702984767466029,648.4964 -> 507.4964,PE,106982.327728287,128912.129547142,123293.868316703,119941.628753616,118005.389373754,112699.728729257,116419.586273153,125304.827850352,90002.025939939,99969.426879877,11010.6207580554
PEp (30:1),0.16286852924641845,3.444944775059824,0.34352247983117934,0.557803002402752,0.9702984767466029,646.4807 -> 505.4807,PE,46632.643753056,51652.024139401,46844.6237945412,49849.9033661,49493.043594349,42543.823226935,50265.40371704,49874.00358583,39579.663070676,38162.382904026,11609.5608215339
PEp (42:6),0.14653180048274136,5.758539232925449,0.2781411431433298,0.5979221735850232,0.9702984767466029,804.5903 -> 663.5903,PE,216371.9332276,227676.49926758,206330.51416023,236751.417663441,193253.01330567,178111.452331439,191805.01446535,164770.572448726,186408.27465826,258519.319641063,114452.72943117
PG (16:1),-0.1443664124811539,3.8476947068763554,0.26994718697460485,0.6033672019081379,0.9702984767466029,500.2719 -> 311.2719,PG,55522.644256591,53161.643325792,51598.304046629,48692.183563242,54206.364013664,49364.403625475,50506.363464345,56000.243820187,76579.565856906,61618.32475278,28432.1016387876
PG (20:3),0.1582406173017291,2.879945238955556,0.3242073349507564,0.5690900938831631,0.9702984767466029,552.3032 -> 363.3032,PG,27817.161880481,22437.161727911,25210.101806654,20963.241302487,20752.241271977,17475.121124267,23157.9415512089,20029.841278078,22461.641464241002,23592.921585088,28803.5420455982
PG (22:0),0.13441602603373418,3.2618386385169735,0.23400496199440113,0.6285699801452859,0.9702984767466029,586.3814 -> 397.3814,PG,34483.762435907,34711.242492659,33169.68206787,42809.163360598,38396.602783192,33059.902267444,37872.062683101,31926.062164302,34662.422607418,31941.14224244,23464.28164673
PG (34:2),-0.16520372806464947,10.227349640294113,0.35351851940868073,0.5521281075999515,0.9702984767466029,764.5172 -> 575.5172,PG,4827305.67968735,7632229.14062435,5141506.21289007,3778308.95751944,5319790.69360349,4244425.70068358,5078794.91210938,5889720.45556693,4628683.00097668,9501138.8149419,70621.944885261
PG (42:1),-0.1646460485586751,3.285510629341584,0.3510400967667806,0.5535249462521515,0.9702984767466029,878.658 -> 689.658,PG,37538.00279236,42959.322586065,33238.9823150682,30288.8420562613,35726.9427261364,30035.422180187,35710.262374868,54552.84355162,46007.023223874,36179.902587878,18150.181350704
PG (44:2),-0.14777326175599742,2.778379062392204,0.2827688743509498,0.5948921148766239,0.9702984767466029,904.6737 -> 715.6737,PG,25148.7415885779,27445.5220184386,21707.641510011,22239.2415199353,23964.3218307407,19568.4014129698,26593.9020271227,32263.8825416538,32148.7222290147,24246.1616668791,16049.7012329105
PG (44:7),-0.16481882756828908,2.974525168792429,0.3517495729709026,0.5531244062788727,0.9702984767466029,894.5954 -> 705.5954,PG,29137.181884764,35536.0224151561,24842.5416336133,21956.6415443383,29082.78167725,22966.9416580204,26267.301712033,40165.143173226,40797.022994972,28157.042060847,16898.321258545
PGo (30:0),0.15651207234638778,3.9387943378981833,0.31726232523294584,0.5732575508155939,0.9702984767466029,698.5066 -> 509.5066,PG,62661.944702148,71114.645294186,69658.12530517,64391.284851074,57440.563720695,47112.142913807,59097.843902577,59332.164276111,55421.643768294,70763.144897476,24848.801940917
PGo (34:2),0.14727039336484973,4.077813888350776,0.28092410331191786,0.5960961654866785,0.9702984767466029,750.5379 -> 561.5379,PG,79645.04510501,94510.866455077,71448.024597126,63097.024932872,71189.884552023,53301.803802487,63973.464355481,72268.90512086,66183.625213622,86998.126556393,16758.56103516
PGo (38:5),0.14150862862632332,4.286002316290452,0.259385466416461,0.6105426621968312,0.9702984767466029,800.5536 -> 611.5536,PG,85133.26608275,115611.627624515,89471.827575703,68837.764312746,70435.725250229,57777.063934319,79287.725830073,82524.865539543,59811.763916003,106327.38726806,24359.681518553
PGo (40:4),0.14497246681759157,3.438096206093532,0.2722014755734108,0.6018588125111377,0.9702984767466029,830.6005 -> 641.6005,PG,44656.782806393,51732.403472896,42445.942810062,43495.603271479,40918.422668463,32256.52238463,38285.282897942,49639.223114021,39199.802673334,42851.763168326,19963.681449887
PGp (42:4),0.14353124279939009,3.170647558780903,0.2667977061717579,0.6054880325074544,0.9702984767466029,856.6162 -> 667.6162,PG,37626.642562861,34892.402191169,31469.142227158,30739.422264108,34558.362503056,22618.1617431733,29195.941833492,38374.08328249,33907.542251586,30805.802215577,23288.3215408296
PI (38:0),-0.14514793076880447,4.646164791385591,0.27290155929676985,0.6013919897293052,0.9702984767466029,912.6271 -> 635.6271,PI,82815.3463745,135844.249145501,97752.586425784,88933.36712648,104471.886749203,79892.645324714,96376.686096234,92265.987792978,168042.11236573,124675.968322735,27474.94189454
PI (38:4),-0.1434909758301061,4.178137424772802,0.26669924788302524,0.6055545885791874,0.9702984767466029,904.5645 -> 627.5645,PI,62544.504379271,95846.426757835,72802.864807117,77554.665557852,62426.363876353,155965.72958382,57658.283889769,59976.884658808,73526.025512665,64352.324340799,18280.541282647
PI (42:6),-0.13440424175949717,2.968043680871583,0.23395637544567194,0.6286056275462927,0.9702984767466029,956.5958 -> 679.5958,PI,28837.922103893,35150.802368156,27243.48184204,29764.422050462,30606.202262866,25224.742019644,27397.441902168,37583.922698978,48269.2631454443,29069.141967775,11891.5007705708
PI (42:8),-0.15729345908023928,5.185452457051915,0.3204687774898505,0.5713260629764191,0.9702984767466029,952.5645 -> 675.5645,PI,126460.94812011,166477.13244632,136677.46997072,140496.36914064,132866.92883302,135733.38964842,145110.95129395,140627.66955567,171619.95312497,189361.75170898,54698.184234604
"PIo (36:5), PIp (36:4)",0.15028051059317873,3.668164439657522,0.2925031733455228,0.5886208853642185,0.9702984767466029,860.5383 -> 583.5383,PI,45881.683197009,69075.585159282,51265.443618771,55590.523956299,51095.504180921,38664.562255857,47910.943435658,53999.7840881266,57487.844360348,47385.84329223,19693.7614593528
"PIo (40:1), PIp (40:0)",-0.13931938181210252,5.325100197016802,0.25144156910835136,0.6160618485476981,0.9702984767466029,924.6635 -> 647.6635,PI,136107.77038577,196621.51354985,157751.95202635,137471.26916505,163573.41088872,141419.54980467,168916.63244619,158790.69079598,206404.35534675,193937.55541989,55689.004272436
"PIo (40:3), PIp (40:2)",0.16515955792612527,3.458897813174033,0.353249359095571,0.5522794851072425,0.9702984767466029,920.6322 -> 643.6322,PI,42426.082550071,62299.964340189,44892.943206783,50060.463592527,45777.523315425,41642.502548209,39802.703071595,47847.303085312,43919.883117691,44980.642837519,13233.7209396379
PIp (28:0),-0.13975590903570026,6.166525487261126,0.25302722148717294,0.6149515378344955,0.9702984767466029,756.4757 -> 479.4757,PI,280799.080841179,401443.072082457,337187.684814496,272697.638488825,296411.638168232,310064.90585336,441079.63089004,330010.846222058,307387.859893886,361977.247100916,16006.141235349
PIp (42:4),-0.14499582224682855,2.790705159007644,0.2722361412111809,0.6018356791555636,0.9702984767466029,944.6322 -> 667.6322,PI,22196.90161132,24730.621994017,22331.001739498,22332.981636041,21713.361679075,23170.2216949369,22220.0014114369,28385.901794441,26722.541702265,25297.481903069,20524.9013824444
SM (d18:0/16:0),-0.13652828248166005,8.866166173346633,0.24148580455221236,0.623135042048035,0.9702984767466029,705.6 -> 184.1,PCandSM,1979750.24291916,2288005.01391601,2256827.27710039,1745231.58105451,2140308.01001003,4071084.39990188,2143565.17675725,1582297.90869155,2098087.75683541,1709450.2033693,36163.122695918
SM (d18:1/24:0),0.14376815719791025,7.9349876690061905,0.26776404148404254,0.6048356311086566,0.9702984767466029,815.7 -> 184.1,PCandSM,1066449.7842407,1314917.19030773,1368986.12011732,1157124.56408685,1127219.49731457,2749431.89477542,820253.41882318,736317.5002441,678005.55505324,556362.114380408,18682.9611969
Stearidonyl carnitine,0.14552583686805265,10.515959622815803,0.27435044515004847,0.6004282741423577,0.9702984767466029,420.3 -> 85.1,AC,6017468.6406255,4839935.908203,5123010.1875003,4830889.0878904,4672916.9140625,4724214.8320311,4977500.9257813,4329717.8105467,4858667.9042974,4616806.6230469,4680625.0429685
"Stearoylcarnitine, hexadecanedioic acid mono-L-carnitine ester",0.1573923546357847,10.579339921734647,0.3208939590404043,0.5710709029909983,0.9702984767466029,428.4 -> 85.1,AC,6336619.6874995,4993424.2343751,5413647.8242193,5035618.4609378,4845718.2910156,4882198.6992191,5223955.3906255,4485843.6601562,4978865.8085938,4798947.8007813,4934185.9335937
TAG(52:0)_FA 18:2,-0.13319041217747551,3.7765864569438223,0.2297859508903457,0.6316825881028048,0.9702984767466029,880.8 -> 583.8,TAG2,28122.3220367521,50732.8632850587,60716.3643836883,79177.185668948,61212.323974591,79741.505493153,67021.465087867,83291.985778823,29498.982040392,44519.9433288461,15883.7610931454
TAG(52:5)_FA 16:0,-0.1394705404530937,9.529973596465645,0.25200263283841196,0.6156684788455022,0.9702984767466029,870.8 -> 597.8,TAG1,248626.898742694,4411994.70507873,5171659.4490961,3867802.20776365,3614359.30554241,3566792.35498137,4574764.36340282,2817712.95214881,4181481.90368554,3291641.76928824,33542.5619087185
TAG(52:6)_FA 16:1,-0.13751627401588226,9.990261652637827,0.2449928191053914,0.6206230668916353,0.9702984767466029,868.7 -> 597.7,TAG1,309957.361408353,5974364.49609429,7420480.54394426,5200083.48022406,4979320.32788081,4887530.87670993,6206991.2761225,3920692.02075193,5893947.2130117,4465662.36425842,33402.7024116331
TAG(54:0)_FA 20:0,-0.16033049590962284,6.359741531303482,0.33297096930527914,0.5639148884626586,0.9702984767466029,908.9 -> 579.9,TAG2,188257.252449037,332416.90087893,358627.34667976,457613.89208978,347638.68603524,485349.3759764,403814.18603535,472440.05322255,167672.59301757,331966.52416992,82887.8854751759
TAG(54:1)_FA 18:0,-0.15445135590221656,9.565693332674163,0.3090189558624843,0.5782828180164253,0.9702984767466029,906.8 -> 605.8,TAG1,1153139.57859827,3715306.7636703,3936654.4570332,3208074.8906269,2918516.8867187,3333010.6953134,3603622.171876,2856719.9414076,3409725.5000016,3060454.3730495,1206751.99500285
TAG(54:1)_FA 20:0,-0.16547374262421577,6.964178785977609,0.35466807188731764,0.5514824685100954,0.9702984767466029,906.8 -> 577.8,TAG2,308700.741195893,479272.31469726,538008.7968748,656827.2626955,544035.51513648,797905.48242189,667812.84814461,664459.7734376,232965.77758787,458178.71447756,137052.989112986
TAG(54:2)_FA 18:1,-0.15193584353050257,9.78576732422215,0.29903983812982915,0.58448498301166385,0.9702984767466029,904.8 -> 605.8,TAG1,1446239.88230867,4270640.3378906,4494123.125,3684661.4550786,3333844.4101583,3955728.3632799,4192642.1210921,3239291.05664,3930508.7695312,3462727.8808584,1477419.08633039
TAG(54:2)_FA 18:2,-0.13506280183346894,8.240192407517553,0.23633058608538704,0.626869011900957,0.9702984767466029,904.8 -> 607.8,TAG2,618767.880901419,1270325.979492,1425100.529297,1724897.2539062,1308473.0058593,1740693.1992187,1536624.8544921,1655188.2636718,599748.841797,1326466.9755857,275217.78045275
TAG(54:2)_FA 20:4,0.145099296482762,3.3774781696219818,0.2726818535916209,0.6015384095474972,0.9702984767466029,904.8 -> 583.8,TAG2,18654.6413688694,48192.763427715,52327.783386219,69593.665161147,50566.043945304,58881.164123533,42885.403015127,56201.40380859,20374.081382757,34126.842529294,10296.9608421338
TAG(54:3)_FA 16:0,0.14882734493384334,5.5559994048919314,0.2869204634100697,0.5922007619545667,0.9702984767466029,902.8 -> 629.8,TAG1,44977.4232368426,294709.941162,341465.2464598,232478.99743647,211027.99621581,201164.17248536,209212.61511231,146092.230834967,199723.95507821,221109.19628913,39736.2026634168
TAG(54:4)_FA 20:4,-0.13900461431870295,8.03168136877523,0.2503207336176274,0.6168493295675,0.9702984767466029,900.8 -> 579.8,TAG2,670370.58496098,1027052.45166013,1119697.32226565,1375211.4921874,1125451.9335936,1606132.1757816,1344774.90722646,1367925.5253907,497175.4541015,1008657.33251945,299978.898849471
TAG(54:5)_FA 16:0,-0.145997011160938,4.249059689161517,0.27609097308686614,0.5992748534245548,0.9702984767466029,898.8 -> 625.8,TAG1,35081.5025329478,85476.965820352,81726.425781232,75031.724304242,82905.946227988,94684.866271962,75433.645263661,78858.446228034,90194.12646486,55222.683715799,36386.0028762906
TAG(54:8)_FA 18:2,0.14129160703097007,7.8414220258098855,0.25862199552648235,0.6110684466420083,0.9702984767466029,892.7 -> 595.7,TAG2,62455.4643592667,1176100.79487994,1566201.61681567,1802696.4790055,1224295.05200198,1154033.69580063,1111840.91650392,1168145.82080056,454344.66870112,1181483.80267726,28311.9222869785
TAG(56:0)_FA 18:1,-0.14295229866365014,3.9946694441061426,0.26469498948608816,0.6069128266087191,0.9702984767466029,936.9 -> 637.896,TAG2,37345.6824607862,57031.063842788,63261.604431124,88363.566345195,70287.504638661,87595.74597169,70273.264709495,100780.986694345,33838.9826317028,54001.783447264,21714.3815307635
TAG(56:0)_FA 20:0,-0.14769664304434652,6.676458458757731,0.28258678110069013,0.5950107396341031,0.9702984767466029,936.9 -> 607.9,TAG2,191026.793972009,436928.11035174,477296.09472667,606693.83935521,430259.33203137,584416.4594727,529129.91992214,574620.24023447,184127.35226054,456679.01464869,92726.2459983688
TAG(56:2)_FA 18:2,-0.14905322003422666,5.194673246719512,0.28778685086035694,0.5916422712478034,0.9702984767466029,932.9 -> 635.9,TAG2,82573.0459556205,144272.98986818,158270.25097658,197469.63403321,169857.89233403,198273.81445312,187461.75158694,206592.11425782,83579.6061058108,149613.570739759,37810.3626136823
TAG(56:7)_FA 18:1,-0.15077649261556178,4.248955506703485,0.2944582504960067,0.5873776412998621,0.9702984767466029,922.8 -> 623.8,TAG2,42467.4032249392,85365.106323254,83222.205749518,90559.585998551,87716.26660159,101227.506958029,83833.32592775,112575.36755371,54515.563415512,73572.625244125,20825.6216697712
TAG(58:0)_FA 18:2,-0.13587013468882547,2.8231352079343197,0.23907846049579007,0.6248724927683433,0.9702984767466029,964.9 -> 667.9,TAG2,21973.4415054269,25749.841918939,27486.081909189,34716.662658676,29311.2818565418,37995.122589096,32689.542175267,43294.723175038,15005.5610656731,24126.181518557,9860.0806846628
